venue,format,matches,completed_matches,no_results,ties,draws,batting_first_matches,batting_first_wins,batting_first_win_pct,bowling_first_matches,bowling_first_wins,bowling_first_win_pct,innings_count,total_runs,first_innings_count,first_innings_total_runs,second_innings_count,second_innings_total_runs,total_bowler_wickets,fast_wickets,medium_wickets,off_spin_wickets,leg_spin_wickets,unknown_wickets,avg_score,max_score,min_score,avg_first_innings_score,max_first_innings_score,min_first_innings_score,avg_second_innings_score,max_second_innings_score,min_second_innings_score,fast_wicket_pct,medium_wicket_pct,off_spin_wicket_pct,leg_spin_wicket_pct,pace_wicket_pct,spin_wicket_pct
National Stadium,Test,5,4,0,0,1,3,3,100.0,1,1,100.0,19,6330,5,1750,5,1943,158,0,0,0,0,158,333.16,765,90,350.0,644,191,388.6,765,238,0.0,0.0,0.0,0.0,0.0,0.0
"National Stadium, Hamilton",T20,5,5,0,0,0,4,4,100.0,1,1,100.0,10,1222,5,820,5,402,71,0,0,0,0,71,122.2,230,30,164.0,230,86,80.4,123,30,0.0,0.0,0.0,0.0,0.0,0.0
"National Stadium, Karachi",ODI,23,23,0,0,0,13,13,100.0,10,10,100.0,46,10966,23,6052,23,4914,344,0,0,0,0,344,238.39,355,116,263.13,352,153,213.65,355,116,0.0,0.0,0.0,0.0,0.0,0.0
"National Stadium, Karachi",T20,81,80,0,1,0,39,39,100.0,41,41,100.0,164,26442,81,14107,81,12313,1007,0,0,0,0,1007,161.23,255,9,174.16,255,80,152.01,236,83,0.0,0.0,0.0,0.0,0.0,0.0
"National Stadium, Karachi",Test,4,1,0,0,3,0,0,0.0,1,1,100.0,16,5148,4,1747,4,1522,122,0,0,0,0,122,321.75,612,61,436.75,556,304,380.5,612,148,0.0,0.0,0.0,0.0,0.0,0.0
Nehru Stadium,ODI,8,8,0,0,0,4,4,100.0,4,4,100.0,16,3770,8,2069,8,1701,124,0,0,0,0,124,235.62,321,158,258.62,321,170,212.62,262,158,0.0,0.0,0.0,0.0,0.0,0.0
Nehru Stadium,T20,9,9,0,0,0,4,4,100.0,5,5,100.0,18,2392,9,1243,9,1149,114,0,0,0,0,114,132.89,162,74,138.11,161,94,127.67,162,74,0.0,0.0,0.0,0.0,0.0,0.0
"Nehru Stadium, Fatorda",ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,1002,2,524,2,478,29,0,0,0,0,29,250.5,294,230,262.0,294,230,239.0,245,233,0.0,0.0,0.0,0.0,0.0,0.0
"Nehru Stadium, Poona",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,517,1,258,1,259,17,0,0,0,0,17,258.5,259,258,258.0,258,258,259.0,259,259,0.0,0.0,0.0,0.0,0.0,0.0
Nevill Ground,T20,2,2,0,0,0,1,1,100.0,1,1,100.0,4,718,2,359,2,359,25,0,0,0,0,25,179.5,181,178,179.5,180,179,179.5,181,178,0.0,0.0,0.0,0.0,0.0,0.0
"New Farnley CC, Leeds",T20,3,3,0,0,0,1,1,100.0,2,2,100.0,6,493,3,297,3,196,36,0,0,0,0,36,82.17,145,37,99.0,145,37,65.33,116,40,0.0,0.0,0.0,0.0,0.0,0.0
New Strabane Park,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,240,1,118,1,122,17,0,0,0,0,17,120.0,122,118,118.0,118,118,122.0,122,122,0.0,0.0,0.0,0.0,0.0,0.0
New Wanderers Stadium,ODI,19,19,0,0,0,8,8,100.0,11,11,100.0,38,9446,19,5056,19,4390,274,0,0,0,0,274,248.58,439,129,266.11,439,129,231.05,438,130,0.0,0.0,0.0,0.0,0.0,0.0
New Wanderers Stadium,T20,33,33,0,0,0,13,13,100.0,20,20,100.0,66,10145,33,5367,33,4778,406,0,0,0,0,406,153.71,260,60,162.64,260,113,144.79,236,60,0.0,0.0,0.0,0.0,0.0,0.0
New Wanderers Stadium,Test,7,6,0,0,1,3,3,100.0,3,3,100.0,26,6934,7,2184,7,1686,238,0,0,0,0,238,266.69,466,49,312.0,466,180,240.86,423,49,0.0,0.0,0.0,0.0,0.0,0.0
"New Wanderers Stadium, Johannesburg",ODI,5,5,0,0,0,4,4,100.0,1,1,100.0,10,2469,5,1484,5,985,70,0,0,0,0,70,246.9,359,109,296.8,359,217,197.0,234,109,0.0,0.0,0.0,0.0,0.0,0.0
"New Wanderers Stadium, Johannesburg",T20,35,33,2,0,0,20,20,100.0,13,13,100.0,68,10684,35,5729,33,4955,414,0,0,0,0,414,157.12,239,3,163.69,239,3,150.15,198,84,0.0,0.0,0.0,0.0,0.0,0.0
"New Wanderers Stadium, Johannesburg",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,1385,1,561,1,410,36,0,0,0,0,36,346.25,561,188,561.0,561,561,410.0,410,410,0.0,0.0,0.0,0.0,0.0,0.0
Newlands,ODI,19,19,0,0,0,12,12,100.0,7,7,100.0,38,8757,19,4955,19,3802,288,0,0,0,0,288,230.45,367,54,260.79,367,107,200.11,327,54,0.0,0.0,0.0,0.0,0.0,0.0
Newlands,T20,31,29,0,2,0,12,12,100.0,17,17,100.0,66,8942,31,4646,31,4244,382,0,0,0,0,382,135.48,193,5,149.87,193,90,136.9,192,58,0.0,0.0,0.0,0.0,0.0,0.0
Newlands,Test,22,18,0,0,4,7,7,100.0,11,11,100.0,83,22701,22,7103,22,7059,706,0,0,0,0,706,273.51,651,2,322.86,629,45,320.86,651,96,0.0,0.0,0.0,0.0,0.0,0.0
"Newlands, Cape Town",ODI,7,7,0,0,0,5,5,100.0,2,2,100.0,14,3376,7,1790,7,1586,113,0,0,0,0,113,241.14,329,134,255.71,329,197,226.57,283,134,0.0,0.0,0.0,0.0,0.0,0.0
"Newlands, Cape Town",T20,69,69,0,0,0,34,34,100.0,35,35,100.0,138,20327,69,10756,69,9571,830,0,0,0,0,830,147.3,232,77,155.88,232,80,138.71,217,77,0.0,0.0,0.0,0.0,0.0,0.0
"Newlands, Cape Town",Test,4,4,0,0,0,2,2,100.0,2,2,100.0,15,3750,4,1513,4,809,121,0,0,0,0,121,250.0,620,55,378.25,620,55,202.25,252,153,0.0,0.0,0.0,0.0,0.0,0.0
"Niaz Stadium, Hyderabad",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,477,1,238,1,239,13,0,0,0,0,13,238.5,239,238,238.0,238,238,239.0,239,239,0.0,0.0,0.0,0.0,0.0,0.0
"Nigeria Cricket Federation Oval 1, Abuja",T20,24,24,0,0,0,14,14,100.0,10,10,100.0,48,5701,24,3083,24,2618,329,0,0,0,0,329,118.77,179,26,128.46,179,26,109.08,162,27,0.0,0.0,0.0,0.0,0.0,0.0
"Nigeria Cricket Federation Oval 2, Abuja",T20,5,5,0,0,0,3,3,100.0,2,2,100.0,10,890,5,549,5,341,66,0,0,0,0,66,89.0,181,31,109.8,181,31,68.2,112,35,0.0,0.0,0.0,0.0,0.0,0.0
"Niranjan Shah Stadium, Rajkot",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,570,1,284,1,286,10,0,0,0,0,10,285.0,286,284,284.0,284,284,286.0,286,286,0.0,0.0,0.0,0.0,0.0,0.0
Nondescripts Cricket Club Ground,ODI,5,5,0,0,0,3,3,100.0,2,2,100.0,10,1791,5,1061,5,730,67,0,0,0,0,67,179.1,258,68,212.2,258,155,146.0,216,68,0.0,0.0,0.0,0.0,0.0,0.0
Nondescripts Cricket Club Ground,T20,2,2,0,0,0,0,0,0.0,2,2,100.0,4,347,2,172,2,175,22,0,0,0,0,22,86.75,102,72,86.0,100,72,87.5,102,73,0.0,0.0,0.0,0.0,0.0,0.0
"Nondescripts Cricket Club Ground, Colombo",T20,8,7,1,0,0,3,3,100.0,4,4,100.0,15,1733,8,923,7,810,106,0,0,0,0,106,115.53,197,18,115.38,197,18,115.71,157,90,0.0,0.0,0.0,0.0,0.0,0.0
North Dalton Park,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,245,1,122,1,123,9,0,0,0,0,9,122.5,123,122,122.0,122,122,123.0,123,123,0.0,0.0,0.0,0.0,0.0,0.0
North Marine Road Ground,ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,761,2,407,2,354,30,0,0,0,0,30,190.25,214,153,203.5,214,193,177.0,201,153,0.0,0.0,0.0,0.0,0.0,0.0
"North Marine Road Ground, Scarborough",T20,2,2,0,0,0,0,0,0.0,2,2,100.0,4,678,2,336,2,342,19,0,0,0,0,19,169.5,174,164,168.0,172,164,171.0,174,168,0.0,0.0,0.0,0.0,0.0,0.0
North Sydney Oval,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1445,3,724,3,721,40,0,0,0,0,40,240.83,289,169,241.33,288,169,240.33,289,172,0.0,0.0,0.0,0.0,0.0,0.0
North Sydney Oval,T20,36,35,1,0,0,18,18,100.0,17,17,100.0,71,10152,36,5371,35,4781,431,0,0,0,0,431,142.99,242,13,149.19,242,13,136.6,189,73,0.0,0.0,0.0,0.0,0.0,0.0
North Sydney Oval No.2,T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,259,1,128,1,131,9,0,0,0,0,9,129.5,131,128,128.0,128,128,131.0,131,131,0.0,0.0,0.0,0.0,0.0,0.0
"North Sydney Oval, Sydney",ODI,4,4,0,0,0,3,3,100.0,1,1,100.0,8,1763,4,1046,4,717,67,0,0,0,0,67,220.38,336,127,261.5,336,204,179.25,235,127,0.0,0.0,0.0,0.0,0.0,0.0
"North Sydney Oval, Sydney",T20,34,33,1,0,0,20,20,100.0,13,13,100.0,67,10210,34,5587,33,4623,436,0,0,0,0,436,152.39,229,42,164.32,229,68,140.09,213,42,0.0,0.0,0.0,0.0,0.0,0.0
"North Sydney Oval, Sydney",Test,1,0,0,0,1,0,0,0.0,0,0,0.0,3,934,1,280,1,448,21,0,0,0,0,21,311.33,448,206,280.0,280,280,448.0,448,448,0.0,0.0,0.0,0.0,0.0,0.0
"North West Cricket Stadium, Potchefstroom",ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,628,2,441,2,187,26,0,0,0,0,26,157.0,301,45,220.5,301,140,93.5,142,45,0.0,0.0,0.0,0.0,0.0,0.0
North-West University No1 Ground,ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,961,3,538,3,423,37,0,0,0,0,37,160.17,323,96,179.33,323,96,141.0,203,99,0.0,0.0,0.0,0.0,0.0,0.0
Nuriootpa Centennial Park,T20,2,1,1,0,0,1,1,100.0,0,0,0.0,3,341,2,245,1,96,13,0,0,0,0,13,113.67,153,92,122.5,153,92,96.0,96,96,0.0,0.0,0.0,0.0,0.0,0.0
Oak Hill Cricket Club,T20,2,2,0,0,0,2,2,100.0,0,0,0.0,4,518,2,323,2,195,23,0,0,0,0,23,129.5,187,39,161.5,187,136,97.5,156,39,0.0,0.0,0.0,0.0,0.0,0.0
"Oakland Coliseum,Oakland",T20,21,21,0,0,0,13,13,100.0,8,8,100.0,42,7373,21,3976,21,3397,294,0,0,0,0,294,175.55,270,60,189.33,269,127,161.76,270,60,0.0,0.0,0.0,0.0,0.0,0.0
"Observatory Lane, Rathmines",ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,403,1,280,1,123,17,0,0,0,0,17,201.5,280,123,280.0,280,280,123.0,123,123,0.0,0.0,0.0,0.0,0.0,0.0
Old Deer Park,T20,7,7,0,0,0,3,3,100.0,4,4,100.0,14,2261,7,1170,7,1091,87,0,0,0,0,87,161.5,215,109,167.14,215,109,155.86,187,110,0.0,0.0,0.0,0.0,0.0,0.0
"Old Deer Park, Richmond",T20,1,1,0,0,0,1,1,100.0,0,0,0.0,2,336,1,218,1,118,16,0,0,0,0,16,168.0,218,118,218.0,218,218,118.0,118,118,0.0,0.0,0.0,0.0,0.0,0.0
Old Hararians,ODI,4,4,0,0,0,3,3,100.0,1,1,100.0,8,1801,4,1070,4,731,60,0,0,0,0,60,225.12,357,91,267.5,357,200,182.75,297,91,0.0,0.0,0.0,0.0,0.0,0.0
Old Hararians,T20,8,8,0,0,0,5,5,100.0,3,3,100.0,16,1582,8,966,8,616,95,0,0,0,0,95,98.88,198,35,120.75,198,35,77.0,138,35,0.0,0.0,0.0,0.0,0.0,0.0
"Old Hararians, Harare",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,403,1,201,1,202,14,0,0,0,0,14,201.5,202,201,201.0,201,201,202.0,202,202,0.0,0.0,0.0,0.0,0.0,0.0
Old Trafford,ODI,20,20,0,0,0,11,11,100.0,9,9,100.0,40,9080,20,4809,20,4271,310,0,0,0,0,310,227.0,336,67,240.45,336,67,213.55,315,73,0.0,0.0,0.0,0.0,0.0,0.0
Old Trafford,T20,52,48,3,1,0,28,28,100.0,20,20,100.0,103,15325,52,8294,51,7031,620,0,0,0,0,620,148.79,231,4,159.5,231,77,137.86,202,4,0.0,0.0,0.0,0.0,0.0,0.0
Old Trafford,Test,12,11,0,0,1,7,7,100.0,4,4,100.0,45,12044,12,4580,12,3271,391,0,0,0,0,391,267.64,589,37,381.67,589,119,272.58,461,197,0.0,0.0,0.0,0.0,0.0,0.0
"Old Trafford, Manchester",ODI,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1666,4,887,4,779,62,0,0,0,0,62,208.25,261,83,221.75,259,201,194.75,261,83,0.0,0.0,0.0,0.0,0.0,0.0
"Old Trafford, Manchester",T20,114,109,2,3,0,46,46,100.0,63,63,100.0,226,32065,114,16918,112,15147,1393,0,0,0,0,1393,141.88,304,47,148.4,304,47,135.24,217,55,0.0,0.0,0.0,0.0,0.0,0.0
"Old Trafford, Manchester",Test,4,2,0,0,2,0,0,0.0,2,2,100.0,13,4445,4,1062,4,2034,113,0,0,0,0,113,341.92,669,151,265.5,358,151,508.5,669,358,0.0,0.0,0.0,0.0,0.0,0.0
OUTsurance Oval,ODI,2,2,0,0,0,2,2,100.0,0,0,0.0,4,1151,2,687,2,464,29,0,0,0,0,29,287.75,351,177,343.5,351,336,232.0,287,177,0.0,0.0,0.0,0.0,0.0,0.0
OUTsurance Oval,T20,3,3,0,0,0,1,1,100.0,2,2,100.0,6,866,3,438,3,428,32,0,0,0,0,32,144.33,169,120,146.0,168,120,142.67,169,123,0.0,0.0,0.0,0.0,0.0,0.0
OUTsurance Oval,Test,1,1,0,0,0,1,1,100.0,0,0,0.0,3,753,1,441,1,153,29,0,0,0,0,29,251.0,441,153,441.0,441,441,153.0,153,153,0.0,0.0,0.0,0.0,0.0,0.0
P Sara Oval,ODI,8,8,0,0,0,4,4,100.0,4,4,100.0,16,2641,8,1494,8,1147,118,0,0,0,0,118,165.06,259,67,186.75,259,67,143.38,245,70,0.0,0.0,0.0,0.0,0.0,0.0
P Sara Oval,T20,4,4,0,0,0,1,1,100.0,3,3,100.0,8,863,4,478,4,385,46,0,0,0,0,46,107.88,204,72,119.5,204,72,96.25,109,73,0.0,0.0,0.0,0.0,0.0,0.0
P Sara Oval,Test,12,12,0,0,0,4,4,100.0,8,8,100.0,45,12309,12,3395,12,4025,406,0,0,0,0,406,273.53,467,62,282.92,457,62,335.42,467,163,0.0,0.0,0.0,0.0,0.0,0.0
"P Sara Oval, Colombo",ODI,1,0,1,0,0,0,0,0.0,0,0,0.0,1,152,1,152,0,0,6,0,0,0,0,6,152.0,152,152,152.0,152,152,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"P Sara Oval, Colombo",T20,22,19,2,1,0,9,9,100.0,10,10,100.0,42,4773,22,2651,20,2122,273,0,0,0,0,273,113.64,207,12,120.5,207,12,106.1,176,39,0.0,0.0,0.0,0.0,0.0,0.0
P Saravanamuttu Stadium,ODI,1,1,0,0,0,1,1,100.0,0,0,0.0,2,398,1,234,1,164,16,0,0,0,0,16,199.0,234,164,234.0,234,234,164.0,164,164,0.0,0.0,0.0,0.0,0.0,0.0
P Saravanamuttu Stadium,Test,1,1,0,0,0,0,0,0.0,1,1,100.0,4,1036,1,249,1,396,32,0,0,0,0,32,259.0,396,123,249.0,249,249,396.0,396,396,0.0,0.0,0.0,0.0,0.0,0.0
Pallekele International Cricket Stadium,ODI,42,40,2,0,0,15,15,100.0,25,25,100.0,82,18054,42,9986,40,8068,588,0,0,0,0,588,220.17,363,70,237.76,363,112,201.7,301,70,0.0,0.0,0.0,0.0,0.0,0.0
Pallekele International Cricket Stadium,T20,64,59,2,3,0,31,31,100.0,28,28,100.0,133,20618,64,10930,63,9626,804,0,0,0,0,804,155.02,263,2,170.78,263,74,152.79,214,6,0.0,0.0,0.0,0.0,0.0,0.0
Pallekele International Cricket Stadium,Test,9,5,0,0,4,4,4,100.0,1,1,100.0,30,8832,9,2904,8,2536,259,0,0,0,0,259,294.4,648,100,322.67,541,117,317.0,648,135,0.0,0.0,0.0,0.0,0.0,0.0
"Pembroke Cricket Club, Sandymount",T20,1,1,0,0,0,0,0,0.0,1,1,100.0,2,303,1,151,1,152,8,0,0,0,0,8,151.5,152,151,151.0,151,151,152.0,152,152,0.0,0.0,0.0,0.0,0.0,0.0
"Pembroke Cricket Club, Sandymount, Dublin",T20,54,54,0,0,0,22,22,100.0,32,32,100.0,108,16287,54,8582,54,7705,698,0,0,0,0,698,150.81,260,37,158.93,260,57,142.69,221,37,0.0,0.0,0.0,0.0,0.0,0.0
Perth Stadium,ODI,4,4,0,0,0,1,1,100.0,3,3,100.0,8,1361,4,687,4,674,57,0,0,0,0,57,170.12,259,131,171.75,259,136,168.5,247,131,0.0,0.0,0.0,0.0,0.0,0.0
Perth Stadium,T20,58,58,0,0,0,27,27,100.0,31,31,100.0,116,17565,58,9204,58,8361,748,0,0,0,0,748,151.42,220,79,158.69,220,86,144.16,202,79,0.0,0.0,0.0,0.0,0.0,0.0
Perth Stadium,Test,6,6,0,0,0,5,5,100.0,1,1,100.0,24,6090,6,2149,6,1239,208,0,0,0,0,208,253.75,598,89,358.17,598,150,206.5,283,104,0.0,0.0,0.0,0.0,0.0,0.0
Peter Burge Oval,ODI,2,2,0,0,0,0,0,0.0,2,2,100.0,4,624,2,310,2,314,23,0,0,0,0,23,156.0,190,121,155.0,189,121,157.0,190,124,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Werner Cricket Ground,T20,14,14,0,0,0,8,8,100.0,6,6,100.0,28,3756,14,2061,14,1695,156,0,0,0,0,156,134.14,198,63,147.21,198,63,121.07,172,64,0.0,0.0,0.0,0.0,0.0,0.0
Pokhara Rangasala,T20,4,4,0,0,0,1,1,100.0,3,3,100.0,8,412,4,329,4,83,42,0,0,0,0,42,51.5,255,6,82.25,255,8,20.75,51,6,0.0,0.0,0.0,0.0,0.0,0.0
"Police Park Ground, Colombo",T20,4,4,0,0,0,2,2,100.0,2,2,100.0,8,840,4,459,4,381,63,0,0,0,0,63,105.0,167,56,114.75,167,56,95.25,132,60,0.0,0.0,0.0,0.0,0.0,0.0
Prairie View Cricket Complex,T20,7,7,0,0,0,3,3,100.0,4,4,100.0,14,2138,7,1090,7,1048,86,0,0,0,0,86,152.71,230,104,155.71,230,104,149.71,199,108,0.0,0.0,0.0,0.0,0.0,0.0
Providence Stadium,ODI,21,21,0,0,0,13,13,100.0,8,8,100.0,42,9084,21,4899,21,4185,324,0,0,0,0,324,216.29,309,98,233.29,308,116,199.29,309,98,0.0,0.0,0.0,0.0,0.0,0.0
Providence Stadium,T20,45,44,1,0,0,21,21,100.0,23,23,100.0,90,11723,45,6402,45,5321,545,0,0,0,0,545,130.26,218,14,142.27,218,79,118.24,193,14,0.0,0.0,0.0,0.0,0.0,0.0
Providence Stadium,Test,2,2,0,0,0,2,2,100.0,0,0,0.0,8,2027,2,702,2,440,75,0,0,0,0,75,253.38,476,152,351.0,476,226,220.0,280,160,0.0,0.0,0.0,0.0,0.0,0.0
"Providence Stadium, Guyana",ODI,7,6,1,0,0,0,0,0.0,6,6,100.0,13,2026,7,1034,6,992,82,0,0,0,0,82,155.85,268,54,147.71,267,54,165.33,268,112,0.0,0.0,0.0,0.0,0.0,0.0
"Providence Stadium, Guyana",T20,61,59,2,0,0,30,30,100.0,29,29,100.0,120,16940,61,9222,59,7718,761,0,0,0,0,761,141.17,226,15,151.18,226,15,130.81,195,39,0.0,0.0,0.0,0.0,0.0,0.0
"Providence Stadium, Guyana",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,4,772,1,160,1,144,40,0,0,0,0,40,193.0,246,144,160.0,160,160,144.0,144,144,0.0,0.0,0.0,0.0,0.0,0.0
Pukekura Park,T20,13,13,0,0,0,9,9,100.0,4,4,100.0,26,4135,13,2214,13,1921,178,0,0,0,0,178,159.04,226,59,170.31,226,107,147.77,208,59,0.0,0.0,0.0,0.0,0.0,0.0
"Pukekura Park, New Plymouth",T20,15,15,0,0,0,5,5,100.0,10,10,100.0,30,4456,15,2255,15,2201,185,0,0,0,0,185,148.53,228,54,150.33,227,79,146.73,228,54,0.0,0.0,0.0,0.0,0.0,0.0
Punjab Cricket Association IS Bindra Stadium,T20,10,10,0,0,0,4,4,100.0,6,6,100.0,20,3476,10,1756,10,1720,103,0,0,0,0,103,173.8,197,150,175.6,197,150,172.0,193,151,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association IS Bindra Stadium, Mohali",ODI,3,3,0,0,0,1,1,100.0,2,2,100.0,6,1605,3,872,3,733,39,0,0,0,0,39,267.5,392,122,290.67,392,122,244.33,359,123,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association IS Bindra Stadium, Mohali",T20,18,18,0,0,0,10,10,100.0,8,8,100.0,36,5599,18,2907,18,2692,195,0,0,0,0,195,155.53,207,67,161.5,207,67,149.56,192,68,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association IS Bindra Stadium, Mohali",Test,2,2,0,0,0,0,0,0.0,2,2,100.0,8,2003,2,583,2,755,63,0,0,0,0,63,250.38,417,104,291.5,300,283,377.5,417,338,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",ODI,1,1,0,0,0,0,0,0.0,1,1,100.0,2,557,1,276,1,281,15,0,0,0,0,15,278.5,281,276,276.0,276,276,281.0,281,281,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",T20,13,13,0,0,0,4,4,100.0,9,9,100.0,26,4557,13,2338,13,2219,148,0,0,0,0,148,175.27,257,127,179.85,257,127,170.69,216,130,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Test,1,1,0,0,0,1,1,100.0,0,0,0.0,3,926,1,574,1,174,28,0,0,0,0,28,308.67,574,174,574.0,574,574,174.0,174,174,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",ODI,14,14,0,0,0,8,8,100.0,6,6,100.0,28,7194,14,3878,14,3316,221,0,0,0,0,221,256.93,351,89,277.0,351,213,236.86,322,89,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",T20,36,36,0,0,0,15,15,100.0,21,21,100.0,72,11404,36,5921,36,5483,422,0,0,0,0,422,158.39,240,84,164.47,240,106,152.31,211,84,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali",Test,5,4,0,0,1,2,2,100.0,2,2,100.0,20,5517,5,1959,5,1658,174,0,0,0,0,174,275.85,499,64,391.8,469,201,331.6,499,184,0.0,0.0,0.0,0.0,0.0,0.0
"Punjab Cricket Association Stadium, Mohali, Chandigarh",Test,1,0,0,0,1,0,0,0.0,0,0,0.0,3,1190,1,630,1,424,20,0,0,0,0,20,396.67,630,136,630.0,630,630,424.0,424,424,0.0,0.0,0.0,0.0,0.0,0.0
Queen Elizabeth II Oval,T20,2,1,0,1,0,1,1,100.0,0,0,0.0,6,532,2,254,2,251,21,0,0,0,0,21,88.67,133,12,127.0,133,121,125.5,130,121,0.0,0.0,0.0,0.0,0.0,0.0
Queen's Park,T20,8,8,0,0,0,4,4,100.0,4,4,100.0,16,2494,8,1339,8,1155,115,0,0,0,0,115,155.88,217,99,167.38,217,143,144.38,170,99,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park (New), St George's, Grenada",ODI,2,2,0,0,0,0,0,0.0,2,2,100.0,4,1002,2,499,2,503,26,0,0,0,0,26,250.5,254,247,249.5,252,247,251.5,254,249,0.0,0.0,0.0,0.0,0.0,0.0
Queen's Park Oval,ODI,1,0,1,0,0,0,0,0.0,0,0,0.0,1,57,1,57,0,0,2,0,0,0,0,2,57.0,57,57,57.0,57,57,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Port of Spain",ODI,22,20,2,0,0,10,10,100.0,10,10,100.0,43,8671,22,5142,21,3529,297,0,0,0,0,297,201.65,413,72,233.73,413,94,168.05,255,72,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Port of Spain",T20,51,51,0,0,0,24,24,100.0,27,27,100.0,102,14737,51,7651,51,7086,638,0,0,0,0,638,144.48,225,79,150.02,223,90,138.94,225,79,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Port of Spain",Test,7,4,0,0,3,2,2,100.0,2,2,100.0,25,6486,7,2184,6,1842,195,0,0,0,0,195,259.44,546,53,312.0,546,62,307.0,544,102,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Port of Spain, Trinidad",ODI,3,3,0,0,0,2,2,100.0,1,1,100.0,6,1598,3,844,3,754,40,0,0,0,0,40,266.33,312,137,281.33,311,225,251.33,312,137,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Port of Spain, Trinidad",T20,11,11,0,0,0,4,4,100.0,7,7,100.0,22,3076,11,1627,11,1449,135,0,0,0,0,135,139.82,208,72,147.91,208,111,131.73,175,72,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Port of Spain, Trinidad",Test,3,1,0,0,2,0,0,0.0,1,1,100.0,12,2839,3,1139,3,875,83,0,0,0,0,83,236.58,438,76,379.67,438,344,291.67,387,233,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park Oval, Trinidad",ODI,2,2,0,0,0,1,1,100.0,1,1,100.0,4,985,2,519,2,466,28,0,0,0,0,28,246.25,279,210,259.5,279,240,233.0,256,210,0.0,0.0,0.0,0.0,0.0,0.0
"Queen's Park, Chesterfield",T20,6,5,0,1,0,2,2,100.0,3,3,100.0,12,1991,6,1120,6,871,82,0,0,0,0,82,165.92,215,68,186.67,215,130,145.17,215,68,0.0,0.0,0.0,0.0,0.0,0.0
Queens Sports Club,ODI,37,34,1,2,0,15,15,100.0,19,19,100.0,73,16342,37,8906,36,7436,510,0,0,0,0,510,223.86,399,55,240.7,399,55,206.56,329,69,0.0,0.0,0.0,0.0,0.0,0.0
Queens Sports Club,T20,2,2,0,0,0,2,2,100.0,0,0,0.0,4,632,2,336,2,296,29,0,0,0,0,29,158.0,168,134,168.0,168,168,148.0,162,134,0.0,0.0,0.0,0.0,0.0,0.0
Queens Sports Club,Test,8,7,0,0,1,3,3,100.0,4,4,100.0,28,8788,8,2639,8,3362,250,0,0,0,0,250,313.86,582,88,329.88,582,164,420.25,576,159,0.0,0.0,0.0,0.0,0.0,0.0
"Queens Sports Club, Bulawayo",ODI,22,21,1,0,0,12,12,100.0,9,9,100.0,43,8751,22,4859,21,3892,322,0,0,0,0,322,203.51,355,60,220.86,355,72,185.33,318,60,0.0,0.0,0.0,0.0,0.0,0.0
"Queens Sports Club, Bulawayo",T20,26,26,0,0,0,18,18,100.0,8,8,100.0,52,7373,26,4013,26,3360,352,0,0,0,0,352,141.79,236,57,154.35,236,57,129.23,178,61,0.0,0.0,0.0,0.0,0.0,0.0
