match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.1,0.1,Trinidad and Tobago,Leeward Islands,R Boyce,R Vincent,T Thorpe,0,1,1,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.2,0.1,Trinidad and Tobago,Leeward Islands,R Boyce,R Vincent,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.3,0.2,Trinidad and Tobago,Leeward Islands,R Boyce,R Vincent,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.4,0.3,Trinidad and Tobago,Leeward Islands,R Boyce,R Vincent,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.5,0.4,Trinidad and Tobago,Leeward Islands,R Boyce,R Vincent,T Thorpe,1,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.6,0.5,Trinidad and Tobago,Leeward Islands,R Vincent,R Boyce,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.7,0.6,Trinidad and Tobago,Leeward Islands,R Vincent,R Boyce,T Thorpe,0,0,,,,,,,caught,R Vincent,,,Terez Parker,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.1,1.1,Trinidad and Tobago,Leeward Islands,R Boyce,B Cooper,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.2,1.2,Trinidad and Tobago,Leeward Islands,R Boyce,B Cooper,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.3,1.3,Trinidad and Tobago,Leeward Islands,R Boyce,B Cooper,R Liburd,4,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.4,1.4,Trinidad and Tobago,Leeward Islands,R Boyce,B Cooper,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.5,1.5,Trinidad and Tobago,Leeward Islands,R Boyce,B Cooper,R Liburd,0,0,,,,,,,lbw,R Boyce,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.6,1.6,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.1,2.1,Trinidad and Tobago,Leeward Islands,B Cooper,D Joseph,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.2,2.2,Trinidad and Tobago,Leeward Islands,B Cooper,D Joseph,T Thorpe,1,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.3,2.3,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,T Thorpe,0,1,1,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.4,2.3,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.5,2.4,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.6,2.5,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.7,2.6,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,3.1,3.1,Trinidad and Tobago,Leeward Islands,B Cooper,D Joseph,R Liburd,2,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,3.2,3.2,Trinidad and Tobago,Leeward Islands,B Cooper,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,3.3,3.3,Trinidad and Tobago,Leeward Islands,B Cooper,D Joseph,R Liburd,0,1,,,,1,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,3.4,3.4,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,3.5,3.5,Trinidad and Tobago,Leeward Islands,D Joseph,B Cooper,R Liburd,1,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,3.6,3.6,Trinidad and Tobago,Leeward Islands,B Cooper,D Joseph,R Liburd,0,0,,,,,,,lbw,B Cooper,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.1,4.1,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.2,4.2,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.3,4.3,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,T Thorpe,0,1,,,,1,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.4,4.4,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.5,4.5,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,T Thorpe,0,1,1,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.6,4.5,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,T Thorpe,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,4.7,4.6,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,T Thorpe,1,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,5.1,5.1,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,5.2,5.2,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,5.3,5.3,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,5.4,5.4,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,5.5,5.5,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,5.6,5.6,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,2,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,6.1,6.1,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,M Clarke,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,6.2,6.2,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,M Clarke,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,6.3,6.3,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,M Clarke,1,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,6.4,6.4,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,M Clarke,4,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,6.5,6.5,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,M Clarke,1,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,6.6,6.6,Trinidad and Tobago,Leeward Islands,D Joseph,S Lord,M Clarke,0,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,7.1,7.1,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,4,0,,,,,,,,,,,,,
wi_211832,2022,2022-06-11,"Guyana National Stadium, Providence",1,7.2,7.2,Trinidad and Tobago,Leeward Islands,S Lord,D Joseph,R Liburd,0,0,,,,,,,,,,,,,
