match_id,season,start_date,venue,innings,ball,actual_delivery,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,non_boundary,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,fielder_1,fielder_2,fielder_3
1068385,2017,2017-08-04,County Ground,1,0.1,0.1,Somerset,Gloucestershire,L Gregory,SM Davies,DA Payne,0,1,,,,1,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,0.2,0.2,Somerset,Gloucestershire,SM Davies,L Gregory,DA Payne,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,0.3,0.3,Somerset,Gloucestershire,SM Davies,L Gregory,DA Payne,0,1,1,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,0.4,0.3,Somerset,Gloucestershire,SM Davies,L Gregory,DA Payne,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,0.5,0.4,Somerset,Gloucestershire,SM Davies,L Gregory,DA Payne,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,0.6,0.5,Somerset,Gloucestershire,SM Davies,L Gregory,DA Payne,0,0,,,,,,,caught,SM Davies,,,GT Hankins,,
1068385,2017,2017-08-04,County Ground,1,0.7,0.6,Somerset,Gloucestershire,J Allenby,L Gregory,DA Payne,0,1,1,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,0.8,0.6,Somerset,Gloucestershire,J Allenby,L Gregory,DA Payne,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,1.1,1.1,Somerset,Gloucestershire,L Gregory,J Allenby,MD Taylor,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,1.2,1.2,Somerset,Gloucestershire,L Gregory,J Allenby,MD Taylor,0,1,,,,1,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,1.3,1.3,Somerset,Gloucestershire,J Allenby,L Gregory,MD Taylor,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,1.4,1.4,Somerset,Gloucestershire,L Gregory,J Allenby,MD Taylor,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,1.5,1.5,Somerset,Gloucestershire,L Gregory,J Allenby,MD Taylor,6,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,1.6,1.6,Somerset,Gloucestershire,L Gregory,J Allenby,MD Taylor,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,2.1,2.1,Somerset,Gloucestershire,L Gregory,J Allenby,DA Payne,0,0,,,,,,,caught,L Gregory,,,JMR Taylor,,
1068385,2017,2017-08-04,County Ground,1,2.2,2.2,Somerset,Gloucestershire,J Allenby,JG Myburgh,DA Payne,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,2.3,2.3,Somerset,Gloucestershire,JG Myburgh,J Allenby,DA Payne,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,2.4,2.4,Somerset,Gloucestershire,JG Myburgh,J Allenby,DA Payne,0,2,,2,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,2.5,2.4,Somerset,Gloucestershire,JG Myburgh,J Allenby,DA Payne,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,2.6,2.5,Somerset,Gloucestershire,J Allenby,JG Myburgh,DA Payne,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,2.7,2.6,Somerset,Gloucestershire,JG Myburgh,J Allenby,DA Payne,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,3.1,3.1,Somerset,Gloucestershire,J Allenby,JG Myburgh,MD Taylor,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,3.2,3.2,Somerset,Gloucestershire,J Allenby,JG Myburgh,MD Taylor,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,3.3,3.3,Somerset,Gloucestershire,JG Myburgh,J Allenby,MD Taylor,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,3.4,3.4,Somerset,Gloucestershire,J Allenby,JG Myburgh,MD Taylor,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,3.5,3.5,Somerset,Gloucestershire,JG Myburgh,J Allenby,MD Taylor,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,3.6,3.6,Somerset,Gloucestershire,JG Myburgh,J Allenby,MD Taylor,4,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,4.1,4.1,Somerset,Gloucestershire,J Allenby,JG Myburgh,NLTC Perera,4,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,4.2,4.2,Somerset,Gloucestershire,J Allenby,JG Myburgh,NLTC Perera,1,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,4.3,4.3,Somerset,Gloucestershire,JG Myburgh,J Allenby,NLTC Perera,6,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,4.4,4.4,Somerset,Gloucestershire,JG Myburgh,J Allenby,NLTC Perera,6,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,4.5,4.5,Somerset,Gloucestershire,JG Myburgh,J Allenby,NLTC Perera,0,0,,,,,,,,,,,,,
1068385,2017,2017-08-04,County Ground,1,4.6,4.6,Somerset,Gloucestershire,JG Myburgh,J Allenby,NLTC Perera,0,1,,,,1,,,,,,,,,
